,Round,Pick,Overall,Team,Player,Position,Year,overall_pick,pick_points
1982,3.0,20.0,1995-72,CGY,Rocky Thompson,D,1995,72,-40
1983,3.0,21.0,1995-73,BOS,Bill McCauley,F,1995,73,-41
1984,3.0,22.0,1995-74,MTL,Martin Hohenberger,F,1995,74,-42
1985,3.0,23.0,1995-75,STL,Scott Roche,G,1995,75,-43
1986,3.0,24.0,1995-76,PIT,Jean-Sebastien Aubin,G,1995,76,-44
1987,3.0,25.0,1995-77,COL,John Tripp,F,1995,77,-45
1988,3.0,26.0,1995-78,NJD,David Gosselin,F,1995,78,-46
1989,3.0,1.0,1994-53,EDM,Corey Neilson,D,1994,53,-21
1990,3.0,2.0,1994-54,MTL,Chris Murray,F,1994,54,-22
1991,3.0,3.0,1994-55,TBL,Vadim Epanchintsev,F,1994,55,-23
1992,3.0,4.0,1994-56,WIN,Dorian Anneck,F,1994,56,-24
1993,3.0,5.0,1994-57,PIT,Sven Butenschon,D,1994,57,-25
1994,3.0,6.0,1994-58,WIN,Tavis Hansen,F,1994,58,-26
1995,3.0,7.0,1994-59,LAK,Vitali Yachmenev,F,1994,59,-27
1996,3.0,8.0,1994-60,EDM,Brad Symes,D,1994,60,-28
1997,3.0,9.0,1994-61,QUE,Sebastien Bety,D,1994,61,-29
1998,3.0,10.0,1994-62,PHI,Artem Anisimov,D,1994,62,-30
1999,3.0,11.0,1994-63,NYI,Jason Strudwick,D,1994,63,-31
2000,3.0,12.0,1994-64,TOR,Freddy Modin,F,1994,64,-32
2001,3.0,13.0,1994-65,VAN,Chad Allan,D,1994,65,-33
2002,3.0,14.0,1994-66,SJS,Alexei Yegorov,F,1994,66,-34
2003,3.0,15.0,1994-67,ANA,Craig Reichert,F,1994,67,-35
2004,3.0,16.0,1994-68,STL,Stephane Roy,F,1994,68,-36
2005,3.0,17.0,1994-69,BUF,Ruman Ndur,D,1994,69,-37
2006,3.0,18.0,1994-70,MTL,Marko Kiprusoff,D,1994,70,-38
2007,3.0,19.0,1994-71,NJD,Sheldon Souray,D,1994,71,-39
2008,3.0,20.0,1994-72,QUE,Chris Drury,F,1994,72,-40
2009,3.0,21.0,1994-73,PIT,Greg Crozier,F,1994,73,-41
2010,3.0,22.0,1994-74,MTL,Martin Belanger,D,1994,74,-42
2011,3.0,23.0,1994-75,DET,Sean Gillam,D,1994,75,-43
2012,3.0,24.0,1994-76,PIT,Alexei Krivchenkov,D,1994,76,-44
2013,3.0,25.0,1994-77,CGY,Chris Clark,F,1994,77,-45
2014,3.0,26.0,1994-78,NYR,Adam Smith,D,1994,78,-46
2015,3.0,1.0,1993-53,OTT,Patrick Charbonneau,G,1993,53,-21
2016,3.0,2.0,1993-54,CHI,Bogdan Savenko,F,1993,54,-22
2017,3.0,3.0,1993-55,TBL,Allan Egeland,F,1993,55,-23
2018,3.0,4.0,1993-56,ANA,Valeri Karpov,F,1993,56,-24
2019,3.0,5.0,1993-57,FLA,Chris Armstrong,D,1993,57,-25
2020,3.0,6.0,1993-58,SJS,Ville Peltonen,F,1993,58,-26
2021,3.0,7.0,1993-59,EDM,Kevin Paden,F,1993,59,-27
2022,3.0,8.0,1993-60,EDM,Alexander Kerch,F,1993,60,-28
2023,3.0,9.0,1993-61,NYR,Maxim Galanov,D,1993,61,-29
2024,3.0,10.0,1993-62,PIT,Dave Roche,F,1993,62,-30
2025,3.0,11.0,1993-63,STL,Jamie Rivers,D,1993,63,-31
2026,3.0,12.0,1993-64,BUF,Ethan Philpott,F,1993,64,-32
2027,3.0,13.0,1993-65,NJD,Krzysztof Oliwa,F,1993,65,-33
2028,3.0,14.0,1993-66,NYI,Vladimir Chebaturkin,D,1993,66,-34
2029,3.0,15.0,1993-67,FLA,Mikael Tjallden,D,1993,67,-35
2030,3.0,16.0,1993-68,LAK,Jeffrey Mitchell,F,1993,68,-36
2031,3.0,17.0,1993-69,WSH,Patrick Boileau,D,1993,69,-37
2032,3.0,18.0,1993-70,CGY,Dan Tompkins,F,1993,70,-38
2033,3.0,19.0,1993-71,PHI,Vinny Prospal,F,1993,71,-39
2034,3.0,20.0,1993-72,HFD,Marek Malik,D,1993,72,-40
2035,3.0,21.0,1993-73,MTL,Sebastien Bordeleau,F,1993,73,-41
2036,3.0,22.0,1993-74,DET,Kevin Hilton,F,1993,74,-42
2037,3.0,23.0,1993-75,QUE,William Pierce,F,1993,75,-43
2038,3.0,24.0,1993-76,CHI,Ryan Huska,F,1993,76,-44
2039,3.0,25.0,1993-77,PHI,Milos Holan,D,1993,77,-45
2040,3.0,26.0,1993-78,FLA,Steve Washburn,F,1993,78,-46
2041,3.0,1.0,1992-49,TBL,Brent Gretzky,F,1992,49,-17
2042,3.0,2.0,1992-50,OTT,Patrick Traverse,D,1992,50,-18
2043,3.0,3.0,1992-51,SJS,Alexander Cherbayev,F,1992,51,-19
2044,3.0,4.0,1992-52,QUE,Manny Fernandez,G,1992,52,-20
2045,3.0,5.0,1992-53,WSH,Stefan Ustorf,F,1992,53,-21
2046,3.0,6.0,1992-54,CGY,Mathias Johansson,F,1992,54,-22
2047,3.0,7.0,1992-55,BOS,Sergei Zholtok,F,1992,55,-23
2048,3.0,8.0,1992-56,NYI,Jarrett Deuling,F,1992,56,-24
2049,3.0,9.0,1992-57,HFD,Jan Vopat,D,1992,57,-25
2050,3.0,10.0,1992-58,MNS,Jeff Bes,F,1992,58,-26
2051,3.0,11.0,1992-59,BUF,Ondrej Steiner,F,1992,59,-27
2052,3.0,12.0,1992-60,WIN,Jeremy Stevenson,F,1992,60,-28
2053,3.0,13.0,1992-61,EDM,Simon Roy,D,1992,61,-29
2054,3.0,14.0,1992-62,STL,Vitali Karamnov,F,1992,62,-30
2055,3.0,15.0,1992-63,LAK,Sandy Allan,G,1992,63,-31
2056,3.0,16.0,1992-64,STL,Vitali Prokhorov,F,1992,64,-32
2057,3.0,17.0,1992-65,EDM,Kirk Maltby,F,1992,65,-33
2058,3.0,18.0,1992-66,NJD,Cale Hulse,D,1992,66,-34
2059,3.0,19.0,1992-67,PIT,Travis Thiessen,D,1992,67,-35
2060,3.0,20.0,1992-68,MTL,Craig Rivet,D,1992,68,-36
2061,3.0,21.0,1992-69,VAN,Jeff Connolly,F,1992,69,-37
2062,3.0,22.0,1992-70,DET,Sylvain Cloutier,F,1992,70,-38
2063,3.0,23.0,1992-71,WSH,Martin Gendron,F,1992,71,-39
2064,3.0,24.0,1992-72,NYR,Eric Cairns,D,1992,72,-40
2065,3.0,1.0,1991-45,SJS,Dody Wood,F,1991,45,-13
2066,3.0,2.0,1991-46,QUE,Rich Brennan,D,1991,46,-14
2067,3.0,3.0,1991-47,TOR,Yanic Perreault,F,1991,47,-15
2068,3.0,4.0,1991-48,NYI,Jamie McLennan,G,1991,48,-16
2069,3.0,5.0,1991-49,WIN,Dmitri Filimonov,D,1991,49,-17
2070,3.0,6.0,1991-50,PHI,Yanick Dupre,F,1991,50,-18
2071,3.0,7.0,1991-51,VAN,Sean Pronger,F,1991,51,-19
2072,3.0,8.0,1991-52,CGY,Sandy McCarthy,F,1991,52,-20
2073,3.0,9.0,1991-53,HFD,Todd Hall,D,1991,53,-21
2074,3.0,10.0,1991-54,DET,Chris Osgood,G,1991,54,-22
2075,3.0,11.0,1991-55,NJD,Fredrik Lindquist,F,1991,55,-23
2076,3.0,12.0,1991-56,EDM,George Breen,F,1991,56,-24
2077,3.0,13.0,1991-57,BUF,Jason Young,F,1991,57,-25
2078,3.0,14.0,1991-58,WSH,Steve Konowalchuk,F,1991,58,-26
2079,3.0,15.0,1991-59,HFD,Michael Nylander,F,1991,59,-27
2080,3.0,16.0,1991-60,PIT,Shane Peacock,D,1991,60,-28
2081,3.0,17.0,1991-61,MTL,Yves Sarault,F,1991,61,-29
2082,3.0,18.0,1991-62,BOS,Marcel Cousineau,G,1991,62,-30
2083,3.0,19.0,1991-63,CGY,Brian Caruso,F,1991,63,-31
2084,3.0,20.0,1991-64,STL,Kyle Reeves,F,1991,64,-32
2085,3.0,21.0,1991-65,STL,Nathan LaFayette,F,1991,65,-33
2086,3.0,22.0,1991-66,CHI,Bobby House,F,1991,66,-34
2087,3.0,1.0,1990-43,QUE,Brad Zavisha,F,1990,43,-11
2088,3.0,2.0,1990-44,PHI,Kimbi Daniels,F,1990,44,-12
2089,3.0,3.0,1990-45,DET,Vyacheslav Kozlov,F,1990,45,-13
2090,3.0,4.0,1990-46,PHI,Bill Armstrong,D,1990,46,-14
2091,3.0,5.0,1990-47,PHI,Chris Therien,D,1990,47,-15
2092,3.0,6.0,1990-48,NYI,Dan Plante,F,1990,48,-16
2093,3.0,7.0,1990-49,LAK,Robert Berg,F,1990,49,-17
2094,3.0,8.0,1990-50,MNS,Laurie Billeck,D,1990,50,-18
2095,3.0,9.0,1990-51,WSH,Chris Longo,F,1990,51,-19
2096,3.0,10.0,1990-52,PHI,Al Kinisky,F,1990,52,-20
2097,3.0,11.0,1990-53,NJD,Mike Dunham,G,1990,53,-21
2098,3.0,12.0,1990-54,STL,Patrice Tardif,F,1990,54,-22
2099,3.0,13.0,1990-55,NYR,John Vary,D,1990,55,-23
2100,3.0,14.0,1990-56,NJD,Brad Bombardir,D,1990,56,-24
2101,3.0,15.0,1990-57,HFD,Mike Lenarduzzi,G,1990,57,-25
2102,3.0,16.0,1990-58,MTL,Charles Poulin,F,1990,58,-26
2103,3.0,17.0,1990-59,EDM,Joe Crowley,F,1990,59,-27
2104,3.0,18.0,1990-60,MTL,Robert Guillet,F,1990,60,-28
2105,3.0,19.0,1990-61,PIT,Joe Dziedzic,F,1990,61,-29
2106,3.0,20.0,1990-62,CGY,Glen Mears,D,1990,62,-30
2107,3.0,21.0,1990-63,BOS,Cameron Stewart,F,1990,63,-31
2108,3.0,1.0,1989-43,QUE,Stephane Morin,F,1989,43,-11
2109,3.0,2.0,1989-44,NYI,Jason Zent,F,1989,44,-12
2110,3.0,3.0,1989-45,NYR,Rob Zamuner,F,1989,45,-13
2111,3.0,4.0,1989-46,WIN,Jason Cirone,F,1989,46,-14
2112,3.0,5.0,1989-47,NJD,Scott Pellerin,F,1989,47,-15
2113,3.0,6.0,1989-48,CHI,Robert Kellog,D,1989,48,-16
2114,3.0,7.0,1989-49,NYR,Louie Debrusk,F,1989,49,-17
2115,3.0,8.0,1989-50,CGY,Veli-Pekka Kautonen,D,1989,50,-18
2116,3.0,9.0,1989-51,MTL,Pierre Sevigny,F,1989,51,-19
2117,3.0,10.0,1989-52,HFD,Blair Atcheynum,F,1989,52,-20
2118,3.0,11.0,1989-53,DET,Nicklas Lidstrom,D,1989,53,-21
2119,3.0,12.0,1989-54,QUE,John Tanner,G,1989,54,-22
2120,3.0,13.0,1989-55,STL,Denny Felsner,F,1989,55,-23
2121,3.0,14.0,1989-56,BUF,John Thomas,F,1989,56,-24
2122,3.0,15.0,1989-57,BOS,Wes Walz,F,1989,57,-25
2123,3.0,16.0,1989-58,PIT,John Brill,F,1989,58,-26
2124,3.0,17.0,1989-59,WSH,Jim Mathieson,D,1989,59,-27
2125,3.0,18.0,1989-60,MNS,Murray Garbutt,F,1989,60,-28
2126,3.0,19.0,1989-61,WSH,Jason Woolley,D,1989,61,-29
2127,3.0,20.0,1989-62,WIN,Kris Draper,F,1989,62,-30
2128,3.0,21.0,1989-63,CGY,Corey Lyons,F,1989,63,-31
2129,3.0,1.0,1988-43,MNS,Shaun Kane,D,1988,43,-11
2130,3.0,2.0,1988-44,VAN,Dane Jackson,F,1988,44,-12
2131,3.0,3.0,1988-45,QUE,Petri Aaltonen,F,1988,45,-13
2132,3.0,4.0,1988-46,MTL,Neil Carnes,F,1988,46,-14
2133,3.0,5.0,1988-47,DET,Guy Dupuis,D,1988,47,-15
2134,3.0,6.0,1988-48,TOR,Peter Ing,G,1988,48,-16
2135,3.0,7.0,1988-49,LAK,John Van Kessel,D,1988,49,-17
2136,3.0,8.0,1988-50,CHI,Trevor Dam,F,1988,50,-18
2137,3.0,9.0,1988-51,STL,Robert Fournier,G,1988,51,-19
2138,3.0,10.0,1988-52,WIN,Stephane Beauregard,G,1988,52,-20
2139,3.0,11.0,1988-53,EDM,Trevor Sim,F,1988,53,-21
2140,3.0,12.0,1988-54,NJD,Zdeno Ciger,F,1988,54,-22
2141,3.0,13.0,1988-55,BUF,Darcy Loewen,F,1988,55,-23
2142,3.0,14.0,1988-56,PHI,Craig Fisher,F,1988,56,-24
2143,3.0,15.0,1988-57,WSH,Duane Derksen,G,1988,57,-25
2144,3.0,16.0,1988-58,NYI,Daniel Lorenz,G,1988,58,-26
2145,3.0,17.0,1988-59,DET,Petr Hrbek,F,1988,59,-27
2146,3.0,18.0,1988-60,BOS,Steve Heinze,F,1988,60,-28
2147,3.0,19.0,1988-61,EDM,Collin Bauer,D,1988,61,-29
2148,3.0,20.0,1988-62,PIT,Daniel Gauthier,F,1988,62,-30
2149,3.0,21.0,1988-63,PHI,Dominic Roussel,G,1988,63,-31
2150,3.0,1.0,1987-43,LAK,Ross Wilson,F,1987,43,-11
2151,3.0,2.0,1987-44,MTL,Mathieu Schneider,D,1987,44,-12
2152,3.0,3.0,1987-45,VAN,Steve Veilleux,D,1987,45,-13
2153,3.0,4.0,1987-46,NYR,Simon Gagne,F,1987,46,-14
2154,3.0,5.0,1987-47,PIT,Jamie Leach,F,1987,47,-15
2155,3.0,6.0,1987-48,MNS,Kevin Kaminski,F,1987,48,-16
2156,3.0,7.0,1987-49,TOR,John McIntyre,F,1987,49,-17
2157,3.0,8.0,1987-50,CHI,Cam Russell,D,1987,50,-18
2158,3.0,9.0,1987-51,QUE,James Sprott,D,1987,51,-19
2159,3.0,10.0,1987-52,DET,Dennis Holland,F,1987,52,-20
2160,3.0,11.0,1987-53,BUF,Andrew MacVicar,F,1987,53,-21
2161,3.0,12.0,1987-54,STL,Kevin Miehm,F,1987,54,-22
2162,3.0,13.0,1987-55,NYI,Dean Ewen,F,1987,55,-23
2163,3.0,14.0,1987-56,BOS,Todd Lalonde,F,1987,56,-24
2164,3.0,15.0,1987-57,WSH,Steve Maltais,F,1987,57,-25
2165,3.0,16.0,1987-58,MTL,Francois Gravel,G,1987,58,-26
2166,3.0,17.0,1987-59,STL,Robert Nordmark,D,1987,59,-27
2167,3.0,18.0,1987-60,CHI,Mike Dagenais,D,1987,60,-28
2168,3.0,19.0,1987-61,CGY,Scott Mahoney,F,1987,61,-29
2169,3.0,20.0,1987-62,PHI,Martin Hostak,F,1987,62,-30
2170,3.0,21.0,1987-63,EDM,Geoff Smith,D,1987,63,-31
2171,3.0,1.0,1986-43,DET,Derek Mayer,D,1986,43,-11
2172,3.0,2.0,1986-44,LAK,Denis Larocque,D,1986,44,-12
2173,3.0,3.0,1986-45,NJD,Janne Ojanen,F,1986,45,-13
2174,3.0,4.0,1986-46,PIT,Brad Aitken,F,1986,46,-14
2175,3.0,5.0,1986-47,BUF,Bob Corkum,F,1986,47,-15
2176,3.0,6.0,1986-48,TOR,Sean Boland,D,1986,48,-16
2177,3.0,7.0,1986-49,VAN,Don Gibson,D,1986,49,-17
2178,3.0,8.0,1986-50,WIN,Esa Palosaari,F,1986,50,-18
2179,3.0,9.0,1986-51,NYR,Bret Walter,F,1986,51,-19
2180,3.0,10.0,1986-52,STL,Tony Hejna,F,1986,52,-20
2181,3.0,11.0,1986-53,NYR,Shaun Clouston,F,1986,53,-21
2182,3.0,12.0,1986-54,MNS,Rick Bennett,F,1986,54,-22
2183,3.0,13.0,1986-55,MNS,Rob Zettler,D,1986,55,-23
2184,3.0,14.0,1986-56,BUF,Kevin Kerr,F,1986,56,-24
2185,3.0,15.0,1986-57,MTL,Jyrki Lumme,D,1986,57,-25
2186,3.0,16.0,1986-58,MNS,Brad Turner,D,1986,58,-26
2187,3.0,17.0,1986-59,NYI,Bill Berg,F,1986,59,-27
2188,3.0,18.0,1986-60,WSH,Shawn Simpson,G,1986,60,-28
2189,3.0,19.0,1986-61,WSH,Jim Hrivnak,G,1986,61,-29
2190,3.0,20.0,1986-62,NJD,Marc Laniel,D,1986,62,-30
2191,3.0,21.0,1986-63,EDM,Ron Shudra,D,1986,63,-31
2192,3.0,1.0,1985-43,TOR,Dave Thomlinson,F,1985,43,-11
2193,3.0,2.0,1985-44,STL,Nelson Emerson,F,1985,44,-12
2194,3.0,3.0,1985-45,NJD,Myles O'Connor,D,1985,45,-13
2195,3.0,4.0,1985-46,VAN,Shane Doyle,D,1985,46,-14
2196,3.0,5.0,1985-47,MTL,Rocky Dundas,F,1985,47,-15
2197,3.0,6.0,1985-48,PHI,Darryl Gilmour,G,1985,48,-16
2198,3.0,7.0,1985-49,NYR,Sam Lindstahl,G,1985,49,-17
2199,3.0,8.0,1985-50,DET,Steve Chiasson,D,1985,50,-18
2200,3.0,9.0,1985-51,MNS,Stephane Roy,F,1985,51,-19
2201,3.0,10.0,1985-52,BOS,Bill Ranford,G,1985,52,-20
2202,3.0,11.0,1985-53,CHI,Andy Helmuth,G,1985,53,-21
2203,3.0,12.0,1985-54,STL,Ned Desmond,D,1985,54,-22
2204,3.0,13.0,1985-55,NYI,Jeff Finley,D,1985,55,-23
2205,3.0,14.0,1985-56,BUF,Keith Gretzky,F,1985,56,-24
2206,3.0,15.0,1985-57,QUE,Max Middendorf,F,1985,57,-25
2207,3.0,16.0,1985-58,PIT,Bruce Racine,G,1985,58,-26
2208,3.0,17.0,1985-59,CGY,Lane McDonald,F,1985,59,-27
2209,3.0,18.0,1985-60,WIN,Daniel Berthiaume,G,1985,60,-28
2210,3.0,19.0,1985-61,WSH,Rob Murray,F,1985,61,-29
2211,3.0,20.0,1985-62,EDM,Mike Ware,F,1985,62,-30
2212,3.0,21.0,1985-63,PHI,Shane Whelan,F,1985,63,-31
2213,3.0,1.0,1984-43,PHI,David McLay,F,1984,43,-11
2214,3.0,2.0,1984-44,NJD,Neil Davey,D,1984,44,-12
2215,3.0,3.0,1984-45,CHI,Trent Yawney,D,1984,45,-13
2216,3.0,4.0,1984-46,MNS,Ken Hodge Jr.,F,1984,46,-14
2217,3.0,5.0,1984-47,PHI,John Stevens,D,1984,47,-15
2218,3.0,6.0,1984-48,LAK,John English,D,1984,48,-16
2219,3.0,7.0,1984-49,DET,Milan Chalupa,D,1984,49,-17
2220,3.0,8.0,1984-50,STL,Toby Ducolon,F,1984,50,-18
2221,3.0,9.0,1984-51,MTL,Patrick Roy,G,1984,51,-19
2222,3.0,10.0,1984-52,VAN,David Saunders,F,1984,52,-20
2223,3.0,11.0,1984-53,STL,Robert Dirk,D,1984,53,-21
2224,3.0,12.0,1984-54,MTL,Graeme Bonar,F,1984,54,-22
2225,3.0,13.0,1984-55,VAN,Landis Chaulk,F,1984,55,-23
2226,3.0,14.0,1984-56,STL,Alan Perry,G,1984,56,-24
2227,3.0,15.0,1984-57,QUE,Steven Finn,D,1984,57,-25
2228,3.0,16.0,1984-58,VAN,Mike Stevens,F,1984,58,-26
2229,3.0,17.0,1984-59,WSH,Michal Pivonka,F,1984,59,-27
2230,3.0,18.0,1984-60,BUF,Ray Sheppard,F,1984,60,-28
2231,3.0,19.0,1984-61,BOS,Jeff Cornelius,D,1984,61,-29
2232,3.0,20.0,1984-62,NYI,Jeff Norton,D,1984,62,-30
2233,3.0,21.0,1984-63,EDM,Todd Norman,F,1984,63,-31
2234,3.0,1.0,1983-43,WIN,Peter Taglianetti,D,1983,43,-11
2235,3.0,2.0,1983-44,PHI,Derrick Smith,F,1983,44,-12
2236,3.0,3.0,1983-45,MTL,Daniel Letendre,F,1983,45,-13
2237,3.0,4.0,1983-46,DET,Bob Probert,F,1983,46,-14
2238,3.0,5.0,1983-47,LAK,Bruce Shoebottom,D,1983,47,-15
2239,3.0,6.0,1983-48,TOR,Allan Bester,G,1983,48,-16
2240,3.0,7.0,1983-49,NYR,Vesa Salo,D,1983,49,-17
2241,3.0,8.0,1983-50,VAN,Scott Tottle,F,1983,50,-18
2242,3.0,9.0,1983-51,CGY,Brian Bradley,F,1983,51,-19
2243,3.0,10.0,1983-52,QUE,Bruce Bell,D,1983,52,-20
2244,3.0,11.0,1983-53,NYR,Gord Walker,F,1983,53,-21
2245,3.0,12.0,1983-54,QUE,Iiro Jarvi,D,1983,54,-22
2246,3.0,13.0,1983-55,CGY,Perry Berezan,F,1983,55,-23
2247,3.0,14.0,1983-56,MNS,Mitchell Messier,F,1983,56,-24
2248,3.0,15.0,1983-57,NYI,Mike Neill,D,1983,57,-25
2249,3.0,16.0,1983-58,PIT,Mike Rowe,D,1983,58,-26
2250,3.0,17.0,1983-59,CHI,Marc Bergevin,D,1983,59,-27
2251,3.0,18.0,1983-60,EDM,Mike Flanagan,D,1983,60,-28
2252,3.0,19.0,1983-61,HFD,Leif Karlsson,D,1983,61,-29
2253,3.0,20.0,1983-62,BOS,Greg Puhalski,F,1983,62,-30
2254,3.0,1.0,1982-43,NJD,Pat Verbeek,F,1982,43,-11
2255,3.0,2.0,1982-44,DET,Carmine Vani,F,1982,44,-12
2256,3.0,3.0,1982-45,TOR,Ken Wregget,G,1982,45,-13
2257,3.0,4.0,1982-46,PHI,Miroslav Dvorak,D,1982,46,-14
2258,3.0,5.0,1982-47,PHI,William Campbell,D,1982,47,-15
2259,3.0,6.0,1982-48,LAK,Steve Seguin,F,1982,48,-16
2260,3.0,7.0,1982-49,CHI,Thomas McMurchy,F,1982,49,-17
2261,3.0,8.0,1982-50,STL,Mike Posavad,D,1982,50,-18
2262,3.0,9.0,1982-51,CGY,James Laing,D,1982,51,-19
2263,3.0,10.0,1982-52,PIT,Troy Loney,F,1982,52,-20
2264,3.0,11.0,1982-53,VAN,Yves Lapointe,F,1982,53,-21
2265,3.0,12.0,1982-54,NJD,David Kasper,F,1982,54,-22
2266,3.0,13.0,1982-55,QUE,Mario Gosselin,G,1982,55,-23
2267,3.0,14.0,1982-56,HFD,Kevin Dineen,F,1982,56,-24
2268,3.0,15.0,1982-57,NYR,Corey Millen,F,1982,57,-25
2269,3.0,16.0,1982-58,WSH,Milan Novy,F,1982,58,-26
2270,3.0,17.0,1982-59,MNS,Wally Chapman,F,1982,59,-27
2271,3.0,18.0,1982-60,BOS,Dave Reid,F,1982,60,-28
2272,3.0,19.0,1982-61,MTL,Scott Harlow,F,1982,61,-29
2273,3.0,20.0,1982-62,EDM,Brent Loney,F,1982,62,-30
2274,3.0,21.0,1982-63,NYI,Garry Lacey,F,1982,63,-31
2275,3.0,1.0,1981-43,WIN,Jyrki Seppa,D,1981,43,-11
2276,3.0,2.0,1981-44,DET,Corrado Micalef,G,1981,44,-12
2277,3.0,3.0,1981-45,WSH,Eric Calder,D,1981,45,-13
2278,3.0,4.0,1981-46,MTL,Dieter Hegen,F,1981,46,-14
2279,3.0,5.0,1981-47,PHI,Barry Tabobondung,F,1981,47,-15
2280,3.0,6.0,1981-48,CLR,Uli Hiemer,D,1981,48,-16
2281,3.0,7.0,1981-49,PIT,Thomas Thornbury,F,1981,49,-17
2282,3.0,8.0,1981-50,NYR,Peter Sundstrom,F,1981,50,-18
2283,3.0,9.0,1981-51,NYR,Mark Morrison,F,1981,51,-19
2284,3.0,10.0,1981-52,VAN,Jean-Marc Lanthier,F,1981,52,-20
2285,3.0,11.0,1981-53,QUE,Jean-Marc Gaulin,F,1981,53,-21
2286,3.0,12.0,1981-54,CHI,Darrel Anholt,D,1981,54,-22
2287,3.0,13.0,1981-55,TOR,Ernie Godden,F,1981,55,-23
2288,3.0,14.0,1981-56,CGY,Mike Vernon,G,1981,56,-24
2289,3.0,15.0,1981-57,NYI,Ron Handy,F,1981,57,-25
2290,3.0,16.0,1981-58,PHI,Ken Strong,F,1981,58,-26
2291,3.0,17.0,1981-59,BUF,James Aldred,F,1981,59,-27
2292,3.0,18.0,1981-60,BUF,Colin Chisholm,D,1981,60,-28
2293,3.0,19.0,1981-61,HFD,Paul MacDermid,F,1981,61,-29
2294,3.0,20.0,1981-62,STL,Gord Donnelly,D,1981,62,-30
2295,3.0,21.0,1981-63,NYI,Neal Coulter,F,1981,63,-31
2296,3.0,1.0,1980-43,TOR,Fred Boimistruck,D,1980,43,-11
2297,3.0,2.0,1980-44,WIN,Murray Eaves,F,1980,44,-12
2298,3.0,3.0,1980-45,MTL,John Newberry,F,1980,45,-13
2299,3.0,4.0,1980-46,DET,Mark Osborne,F,1980,46,-14
2300,3.0,5.0,1980-47,WSH,Dan Miele,F,1980,47,-15
2301,3.0,6.0,1980-48,EDM,Shawn Babcock,F,1980,48,-16
2302,3.0,7.0,1980-49,VAN,Andreas Schliebener,D,1980,49,-17
2303,3.0,8.0,1980-50,HFD,Michael Volcan,D,1980,50,-18
2304,3.0,9.0,1980-51,PIT,Randy Boyd,D,1980,51,-19
2305,3.0,10.0,1980-52,LAK,Steve Bozek,F,1980,52,-20
2306,3.0,11.0,1980-53,MNS,Randy Velischek,D,1980,53,-21
2307,3.0,12.0,1980-54,STL,Jim Pavese,D,1980,54,-22
2308,3.0,13.0,1980-55,WSH,Torrie Robertson,F,1980,55,-23
2309,3.0,14.0,1980-56,BUF,Sean McKenna,F,1980,56,-24
2310,3.0,15.0,1980-57,CHI,Troy Murray,F,1980,57,-25
2311,3.0,16.0,1980-58,CHI,Marcel Frere,F,1980,58,-26
2312,3.0,17.0,1980-59,NYI,David Simpson,F,1980,59,-27
2313,3.0,18.0,1980-60,BOS,Tom Fergus,F,1980,60,-28
2314,3.0,19.0,1980-61,MTL,Craig Ludwig,D,1980,61,-29
2315,3.0,20.0,1980-62,BUF,Jay North,F,1980,62,-30
2316,3.0,21.0,1980-63,PHI,Paul Mercier,D,1980,63,-31
2317,3.0,1.0,1979-42,MNS,Neal Broten,F,1979,42,-10
2318,3.0,2.0,1979-43,MTL,Craig Levie,D,1979,43,-11
2319,3.0,3.0,1979-44,MTL,Guy Carbonneau,F,1979,44,-12
2320,3.0,4.0,1979-45,DET,Joseph Gage,F,1979,45,-13
2321,3.0,5.0,1979-46,DET,Boris Fistric,D,1979,46,-14
2322,3.0,6.0,1979-47,VAN,Ken Ellacott,G,1979,47,-15
2323,3.0,7.0,1979-48,EDM,Mark Messier,F,1979,48,-16
2324,3.0,8.0,1979-49,CHI,Bill Gardner,F,1979,49,-17
2325,3.0,9.0,1979-50,LAK,John Paul Kelly,F,1979,50,-18
2326,3.0,10.0,1979-51,TOR,Norm Aubin,F,1979,51,-19
2327,3.0,11.0,1979-52,PIT,Bennett Wolf,D,1979,52,-20
2328,3.0,12.0,1979-53,BUF,Mark Robinson,D,1979,53,-21
2329,3.0,13.0,1979-54,AFM,Tim Hunter,F,1979,54,-22
2330,3.0,14.0,1979-55,BUF,Jacques Cloutier,G,1979,55,-23
2331,3.0,15.0,1979-56,PHI,Lindsay Carson,F,1979,56,-24
2332,3.0,16.0,1979-57,BOS,Keith Crowder,F,1979,57,-25
2333,3.0,17.0,1979-58,MTL,Rick Wamsley,G,1979,58,-26
2334,3.0,18.0,1979-59,NYI,Roland Melanson,G,1979,59,-27
2335,3.0,19.0,1979-60,HFD,Donald Nachbaur,F,1979,60,-28
2336,3.0,20.0,1979-61,WIN,William Whelton,D,1979,61,-29
2337,3.0,21.0,1979-62,QUE,Lee Norwood,D,1979,62,-30
2338,3.0,22.0,1979-63,MNS,Kevin Maxwell,F,1979,63,-31
2339,3.0,1.0,1978-37,PHI,Gordon Salt,F,1978,37,-5
2340,3.0,2.0,1978-38,WSH,Glen Currie,F,1978,38,-6
2341,3.0,3.0,1978-39,STL,Stephen Harrison,D,1978,39,-7
2342,3.0,4.0,1978-40,VAN,Stan Smyl,F,1978,40,-8
2343,3.0,5.0,1978-41,CLR,Paul Messier,F,1978,41,-9
2344,3.0,6.0,1978-42,MTL,Richard David,F,1978,42,-10
2345,3.0,7.0,1978-43,NYR,Ray Markham,F,1978,43,-11
